Complexity,LOC,Lang_Type,Maint_Type,Skill,Age,Interdependence,Team_Size,Exp,Def_Density,Def_Severity,Churn,Change_Req,Test_Cov,Doc_Quality,Cost
38,18053,JavaScript,Corrective,1,0,Medium,16,Mid-level,4.352927242,High,78.56691499,62,68.37151046,Poor,12306.6942
23,36812,JavaScript,Preventive,8,17,High,2,Senior,5.251538941,Medium,32.57795437,95,60.14878643,Poor,16045.97875
63,44125,JavaScript,Adaptive,10,1,High,19,Senior,1.996288077,Medium,81.70004835,17,69.66024907,Good,7856.088617
15,47802,C#,Perfective,6,18,Low,19,Mid-level,7.505441638,Medium,40.87930173,16,80.38892686,Poor,11675.17212
25,33235,Python,Adaptive,5,12,High,16,Mid-level,7.4641983,Medium,32.67730982,97,75.19839809,Good,14068.83026
17,34428,C#,Adaptive,10,0,High,19,Mid-level,1.455173004,Low,74.48653585,38,77.93940912,Good,6936.780055
66,19311,Java,Corrective,9,1,High,9,Senior,8.779783825,High,7.965392762,70,99.22592878,Average,11031.72214
78,4020,Java,Corrective,2,15,Medium,1,Mid-level,2.691897395,Low,4.85627233,53,74.01089483,Average,14393.41689
53,31816,PHP,Corrective,5,14,Medium,10,Senior,9.822560609,Medium,44.79536972,98,78.08731757,Average,15890.8007
51,901,Python,Corrective,6,12,Medium,19,Mid-level,3.82903014,Medium,44.56388008,93,65.34062205,Average,11909.10312
39,45836,JavaScript,Perfective,7,15,High,1,Senior,1.778840587,High,89.56441531,75,61.9183093,Average,16266.77522
51,1299,JavaScript,Corrective,5,16,Medium,2,Senior,3.517201113,Medium,12.61530963,34,91.01638058,Average,11803.12503
70,790,Java,Adaptive,9,20,Medium,16,Senior,4.401803287,Medium,12.32839275,10,82.827327,Good,8591.851095
6,11092,Java,Corrective,1,6,Medium,12,Mid-level,0.69307773,Low,14.74526005,60,90.42819224,Good,10137.9599
67,36343,Java,Corrective,7,16,High,8,Junior,5.782183812,Medium,2.973626129,43,65.99451196,Good,14198.37634
7,6702,PHP,Adaptive,10,6,High,18,Mid-level,5.976324399,High,7.173173781,67,82.87315085,Good,8301.471033
51,20378,JavaScript,Corrective,7,12,Low,2,Mid-level,7.389304553,High,65.98698668,24,70.14569897,Average,13282.2776
72,27241,Java,Corrective,4,4,High,13,Junior,0.291698923,Low,43.15843291,47,69.12247268,Average,11688.62285
42,35184,JavaScript,Corrective,9,16,Medium,6,Mid-level,5.412382144,Medium,76.36030671,31,60.46104056,Good,13002.71896
64,33345,C#,Corrective,5,2,High,6,Mid-level,0.529074333,High,99.25977186,83,65.21362894,Average,14586.41675
15,23693,Python,Perfective,4,6,Medium,9,Mid-level,7.0114422,Medium,65.90346811,94,72.37072446,Good,13876.17959
29,1169,JavaScript,Corrective,7,16,Medium,16,Mid-level,0.557279857,Medium,5.045557062,3,64.67515042,Average,7838.903427
33,38810,JavaScript,Corrective,4,6,High,11,Junior,9.117278483,High,10.45628648,37,99.43433762,Average,12843.05531
27,35263,TypeScript,Adaptive,3,20,Low,7,Senior,7.020825669,High,88.10040848,62,72.34530594,Good,16194.171
36,37231,Java,Corrective,9,0,High,10,Junior,5.073897651,Medium,52.74959446,46,65.21295787,Good,10750.37225
29,46281,Java,Perfective,8,16,Medium,10,Mid-level,4.415039233,Medium,82.48371594,0,67.96329251,Poor,11906.90976
38,8055,Java,Adaptive,1,16,Medium,20,Mid-level,1.306726304,Medium,85.66123362,2,83.50812913,Good,9703.886232
57,4614,C#,Adaptive,7,10,Medium,18,Senior,2.909993896,High,92.76745415,100,62.56174095,Average,12348.1039
27,11693,Java,Adaptive,9,2,Medium,20,Junior,8.68959105,Low,94.98292055,85,94.49736521,Poor,9948.004718
55,18670,JavaScript,Corrective,8,14,Medium,9,Mid-level,9.044528116,Low,55.48257965,61,98.45998717,Good,12504.84011
33,36377,PHP,Adaptive,8,20,Low,15,Mid-level,0.007477084,Medium,34.10201723,63,69.86989683,Average,12475.38976
68,17138,Ruby,Corrective,6,10,Low,4,Mid-level,5.941363915,Low,96.18648743,16,78.00381074,Average,12007.52027
66,11329,JavaScript,Perfective,4,15,Low,8,Mid-level,7.19300609,Medium,54.7406406,77,60.88537804,Average,15365.61848
10,34777,PHP,Corrective,8,8,High,9,Senior,6.187469825,Medium,6.425272295,61,85.62840899,Average,11145.80447
5,45617,JavaScript,Adaptive,3,0,High,13,Senior,0.816797649,Medium,64.27765501,34,76.55704232,Average,10046.45004
74,1384,JavaScript,Adaptive,9,15,Medium,9,Junior,2.177248988,Medium,58.76847504,12,70.80233864,Average,10359.88838
38,28351,Python,Corrective,2,8,High,4,Mid-level,2.503402674,High,89.57928729,34,68.27348442,Poor,14314.22501
13,41464,Dart,Corrective,2,18,Medium,17,Mid-level,8.317246313,Low,65.31871892,42,86.16092311,Good,13460.11824
31,40928,Python,Perfective,7,11,Medium,16,Mid-level,4.631994363,High,34.90524245,1,76.64868124,Average,10047.46747
47,13133,Java,Perfective,10,18,High,15,Mid-level,4.868282119,High,96.62257257,55,67.18637156,Good,12056.14547
52,40711,Python,Corrective,4,8,High,3,Mid-level,9.348930466,Medium,80.1619486,76,87.56436326,Average,16407.89789
56,40574,C#,Perfective,10,6,Medium,20,Senior,6.370858889,Medium,63.04176184,50,82.60289132,Average,9806.605102
15,6401,Java,Preventive,8,13,High,5,Senior,8.986677016,High,29.29252034,53,94.3468822,Average,11685.45407
29,19790,Python,Perfective,9,18,Low,5,Junior,4.565088553,Low,37.35402963,15,64.69903596,Average,11459.1148
8,39354,Python,Corrective,7,18,High,20,Mid-level,1.494362585,Medium,66.99699241,17,91.42666408,Average,9789.297045
5,30192,Python,Perfective,5,1,Low,15,Mid-level,9.299355941,Medium,7.198081846,6,86.94067147,Average,8213.274616
29,11247,JavaScript,Corrective,8,8,Medium,18,Mid-level,4.587051157,Low,25.66805917,44,64.60043747,Average,8653.743397
47,9316,C#,Preventive,4,12,Medium,15,Mid-level,1.816314219,High,71.39009334,35,87.79282919,Poor,11193.5113
68,23955,Java,Adaptive,2,14,Medium,2,Mid-level,3.023957403,High,48.00185098,40,77.66189156,Average,15392.12059
76,22609,JavaScript,Corrective,6,2,Low,13,Senior,0.508025897,High,40.23935648,93,97.79939142,Poor,11812.58091
45,24976,C#,Perfective,9,10,High,4,Senior,4.683005915,Low,15.14576224,41,65.66445402,Poor,11449.1279
2,45691,Python,Corrective,1,20,Low,10,Mid-level,8.531281719,Low,44.18490345,6,85.71333563,Good,13433.45477
27,5380,Java,Preventive,10,13,Medium,13,Mid-level,9.33580456,Medium,77.06919708,14,75.27920182,Average,9230.340224
36,2968,Kotlin,Preventive,7,7,Low,10,Mid-level,9.326022075,Low,26.40128461,59,98.27258682,Average,10273.06185
36,12639,JavaScript,Adaptive,10,17,Medium,9,Mid-level,1.252300256,Medium,0.539854218,39,73.19899581,Average,10190.13396
26,7255,Java,Corrective,9,18,Medium,8,Mid-level,3.820538825,Medium,66.85049012,82,98.48743638,Good,12250.88602
43,41541,JavaScript,Adaptive,10,15,Medium,3,Junior,0.282287597,Medium,97.26266044,36,96.05943404,Average,12826.30574
27,5095,Java,Corrective,9,1,Low,16,Mid-level,8.55165345,Medium,60.68265636,65,70.81532941,Good,8846.65268
69,11493,JavaScript,Corrective,10,7,Low,14,Mid-level,3.58755762,Medium,11.99218589,54,92.14167107,Average,9105.887709
20,26147,Python,Perfective,3,5,Medium,9,Senior,6.311170279,Low,32.07330923,76,99.82416807,Good,11904.12865
11,22986,Python,Corrective,5,11,High,11,Mid-level,7.148984381,Medium,86.76416147,94,70.10652009,Good,14243.63055
74,14003,Python,Corrective,8,14,High,3,Mid-level,4.298446697,Medium,23.25680743,79,77.47108677,Good,14121.54973
38,32697,TypeScript,Preventive,8,7,Low,5,Mid-level,3.064423366,Medium,60.76959035,55,80.80722946,Poor,12274.52564
6,13721,Ruby,Corrective,4,3,Medium,10,Mid-level,9.622129101,High,40.26712083,43,71.79724543,Poor,11555.56142
72,11566,Python,Corrective,1,14,Low,13,Junior,9.64488225,High,20.78437214,56,60.61059359,Poor,15759.09544
23,34221,Python,Preventive,1,19,Low,4,Senior,2.89436368,High,81.34068936,5,68.80516977,Poor,14479.82667
47,28912,Ruby,Corrective,4,16,Medium,13,Senior,4.796250967,Low,74.28312765,91,71.27747537,Good,14613.75316
46,23277,Python,Perfective,6,12,Medium,12,Mid-level,9.728441587,Low,66.1591066,31,77.74398805,Poor,12207.50933
12,31889,Java,Preventive,8,17,Low,5,Mid-level,0.048684077,Medium,23.63365903,73,66.84409914,Poor,13463.9399
13,31624,Kotlin,Preventive,6,1,Low,10,Junior,4.126782484,High,9.785700272,17,94.93017427,Poor,9419.899489
62,43275,Java,Adaptive,9,12,Low,9,Mid-level,1.004575497,Medium,57.61593298,67,88.19644531,Poor,13131.43488
60,5377,C#,Corrective,9,12,High,20,Senior,5.091579656,High,55.36778335,72,63.4080191,Poor,11037.36883
43,30349,Dart,Corrective,2,14,High,7,Junior,0.246699545,Medium,18.83850093,6,86.00369805,Good,12185.08898
76,15938,Java,Perfective,10,19,Low,2,Mid-level,4.068984314,High,5.624669432,7,86.14625906,Average,11729.31982
68,3091,Python,Perfective,1,9,Low,7,Mid-level,2.206990748,High,8.070845419,63,98.24884695,Poor,13315.18844
5,27836,Java,Adaptive,2,2,High,8,Mid-level,5.333083625,Low,99.27709865,6,60.12083485,Average,10773.56264
37,48696,PHP,Corrective,5,18,High,7,Senior,9.959936491,Medium,78.35838947,40,69.91729799,Average,15697.31163
72,15199,PHP,Corrective,4,2,Medium,14,Junior,8.005361051,Medium,92.1987476,39,97.11165918,Poor,11706.11095
31,20108,PHP,Corrective,4,13,Low,19,Senior,8.456420916,Low,19.50547222,2,97.28535662,Average,8634.199783
9,3651,Python,Perfective,9,7,Low,5,Mid-level,6.352649874,Medium,96.05685363,16,88.82345677,Good,8597.433175
51,49347,PHP,Adaptive,8,3,Medium,18,Senior,0.415598483,Medium,14.26543515,65,90.63053284,Good,9551.202597
29,49756,TypeScript,Preventive,6,19,Medium,20,Mid-level,2.06797676,Low,50.90818286,78,63.65931832,Good,13532.07561
78,22206,C#,Perfective,1,10,Low,12,Mid-level,9.250645564,Medium,82.96956844,92,80.55503339,Poor,16640.55271
40,22299,TypeScript,Corrective,2,10,Medium,17,Senior,3.661131179,Medium,34.98033545,51,69.26331965,Good,11498.69597
41,1476,PHP,Adaptive,6,10,Low,13,Mid-level,1.036367265,Low,42.48285332,21,67.24872174,Good,8384.143481
11,32693,C#,Adaptive,2,1,High,2,Mid-level,7.024053659,Medium,12.81851103,3,92.41213196,Good,10782.5635
23,4742,JavaScript,Adaptive,10,16,Medium,13,Mid-level,2.994577239,Low,12.292188,5,65.40152547,Poor,7836.593581
1,15802,Java,Perfective,5,8,Low,7,Senior,2.688569129,High,61.95682248,37,78.74606548,Good,10314.11864
46,40334,Python,Perfective,5,1,Medium,10,Mid-level,9.979774556,Low,67.55323686,25,97.54312958,Good,11023.22949
21,7679,C#,Perfective,6,14,Medium,6,Senior,8.58138925,High,77.73325141,10,67.43328222,Good,11314.35875
36,8587,Java,Corrective,6,15,High,3,Mid-level,4.079378184,Medium,55.66820527,89,99.11973695,Poor,14434.20763
54,40167,PHP,Corrective,6,3,Medium,3,Mid-level,9.802612078,Low,64.57592923,16,99.77151943,Good,11769.91886
57,29540,Dart,Perfective,2,7,Low,18,Senior,6.501132234,Medium,1.35172717,87,82.22468619,Good,12838.48993
1,37833,PHP,Corrective,10,8,High,11,Mid-level,7.420224519,Medium,16.21707271,91,66.80570961,Average,12458.30607
63,17619,Python,Corrective,3,4,Low,20,Senior,0.315130431,Medium,98.4914766,98,72.64419552,Average,11993.26747
54,46785,Java,Corrective,6,15,High,5,Senior,1.216052593,Medium,7.599350632,30,76.97971331,Good,12872.85843
55,18677,Python,Adaptive,8,12,Medium,19,Mid-level,6.330851265,Medium,67.87882223,76,72.37296897,Average,12019.04889
40,26858,C#,Corrective,1,6,Medium,19,Junior,8.990239826,Low,17.6082633,34,71.2254232,Average,11767.79362
15,21736,PHP,Adaptive,1,19,Low,15,Junior,6.237437261,Low,71.67185858,15,98.88918837,Average,12168.00669
21,8911,TypeScript,Preventive,2,16,Medium,16,Senior,1.340248943,High,70.5990403,78,66.1345931,Good,12978.6878
47,17814,JavaScript,Corrective,6,2,High,9,Senior,1.157600462,Medium,23.41990598,17,89.33311635,Poor,8485.03699
73,14698,TypeScript,Corrective,9,4,High,4,Mid-level,8.441858958,Medium,26.96343992,100,60.01641158,Average,14226.55813
53,28851,PHP,Corrective,4,18,Low,15,Junior,1.393023387,High,65.47707136,61,83.84730678,Average,14298.37394
9,38545,Java,Perfective,3,11,Low,12,Junior,5.202319605,Medium,39.00860388,26,96.63772016,Good,11706.91237
74,47630,PHP,Corrective,8,6,High,3,Senior,0.3711332,High,19.45479697,34,71.51736376,Average,12502.46108
52,26545,Java,Corrective,10,8,High,14,Mid-level,0.806697674,Medium,73.16795988,44,67.42103901,Good,9835.17755
57,25916,Java,Corrective,9,5,Low,17,Mid-level,6.723482676,Low,15.41475243,34,86.0671918,Good,8456.296585
26,32817,C#,Perfective,5,16,Medium,19,Mid-level,6.891814104,High,85.56436641,27,88.50405629,Poor,12189.05592
41,8908,Java,Adaptive,9,15,Medium,6,Senior,3.414694066,Medium,51.46695241,8,87.52122076,Average,9358.915314
35,6549,C#,Perfective,2,2,High,4,Mid-level,2.156097652,High,10.57006039,75,72.7726752,Poor,13129.97163
63,1750,C#,Preventive,3,20,Low,7,Mid-level,8.137102708,Low,69.40723335,14,70.08809609,Average,13281.56135
25,24544,JavaScript,Corrective,7,3,Low,19,Junior,2.171032295,Medium,51.91630396,20,98.236752,Average,7453.450236
75,35299,Java,Perfective,7,9,High,17,Mid-level,5.420270697,High,29.80575718,51,96.93198033,Good,11767.79706
38,9804,JavaScript,Corrective,6,4,Low,16,Senior,9.682088409,Low,42.25393802,34,78.2926644,Good,8584.691478
2,1681,JavaScript,Perfective,6,20,Medium,15,Senior,1.478524379,High,29.83377436,96,93.84775465,Poor,12047.54376
7,29905,JavaScript,Adaptive,2,9,Medium,8,Mid-level,9.408762675,Medium,26.30258357,50,78.09293911,Poor,13795.12629
34,17496,JavaScript,Perfective,10,11,Medium,19,Junior,1.828930531,Medium,16.36084208,82,76.97556072,Average,10250.5151
17,46775,Python,Corrective,6,9,Medium,8,Junior,5.67443208,Medium,36.27671331,54,66.2705179,Average,13754.71816
43,8405,JavaScript,Corrective,4,12,Medium,18,Mid-level,3.77007712,High,25.09872063,86,77.05624226,Poor,12795.42649
59,5837,Python,Corrective,3,10,Low,16,Senior,9.649286015,Low,68.34344871,76,81.49667754,Good,12426.05694
51,20656,C#,Corrective,2,15,Medium,20,Junior,2.73542029,Low,68.38767412,43,60.9001731,Good,12412.21097
54,46143,PHP,Corrective,1,7,High,19,Mid-level,3.996580021,High,50.18402426,64,77.76452021,Average,14142.81879
24,49612,JavaScript,Corrective,5,7,High,10,Mid-level,9.828601179,High,77.79445275,92,91.25424874,Good,15612.16082
25,46552,JavaScript,Corrective,2,7,Low,17,Junior,5.364703912,Low,84.1339719,87,87.20184225,Average,14291.34052
71,3943,Kotlin,Adaptive,2,12,Low,13,Mid-level,5.026301156,Medium,57.97664574,79,85.40627955,Good,13586.78275
52,14100,PHP,Perfective,7,1,Low,13,Mid-level,2.577784882,Medium,61.89351628,24,96.38221714,Average,8009.17152
70,29975,TypeScript,Adaptive,8,11,Medium,7,Mid-level,7.013635603,Medium,28.28859098,86,60.72128039,Poor,15152.67846
33,10262,PHP,Corrective,10,9,Medium,10,Senior,0.143729518,Low,89.48692007,91,82.28190345,Good,10204.91672
49,17564,Python,Adaptive,8,11,Medium,2,Mid-level,0.495126297,Medium,2.420604442,46,91.49395394,Average,11261.9547
29,48493,Python,Corrective,4,10,Low,4,Junior,5.993585871,Low,34.86024694,79,81.65341531,Good,15559.50155
63,8730,JavaScript,Preventive,1,14,Low,6,Senior,3.416745738,High,72.18004215,55,72.9558221,Average,14677.33576
22,20131,Java,Corrective,7,15,Medium,18,Mid-level,9.533163722,High,8.008950967,37,65.4500226,Poor,11511.59571
26,2279,JavaScript,Perfective,1,16,Medium,6,Senior,9.031906907,Medium,18.31695274,10,95.50252287,Poor,11975.2212
28,4106,Java,Preventive,4,1,Low,17,Junior,7.137062587,Low,58.92857279,66,78.8304957,Average,10120.67806
49,13884,JavaScript,Perfective,8,17,Medium,14,Junior,8.181455811,Low,55.99936715,14,95.12460788,Average,10506.92115
71,7853,Ruby,Adaptive,2,11,Low,11,Junior,6.673318497,Medium,73.89282961,0,83.4340849,Average,11786.10871
49,19728,Ruby,Perfective,6,18,High,19,Junior,1.255821027,High,81.26126391,6,86.96768466,Average,10605.50957
20,28532,JavaScript,Preventive,6,17,High,2,Mid-level,7.655433697,Medium,12.85795785,0,92.17044618,Average,12134.36979
63,10035,PHP,Adaptive,9,16,Low,3,Senior,2.101919687,Medium,1.838098978,48,86.36622178,Good,11184.41831
61,44678,JavaScript,Adaptive,5,5,Low,11,Mid-level,3.234428551,Medium,68.96385197,95,75.92219363,Average,14622.33123
49,13896,PHP,Adaptive,10,14,Medium,6,Mid-level,8.192342121,Medium,30.13917958,72,80.54533536,Good,12763.85805
71,31045,Python,Adaptive,4,2,Low,14,Mid-level,5.365256084,Low,62.59839139,28,92.12182099,Average,10505.38912
1,13845,Kotlin,Adaptive,5,5,Medium,19,Junior,8.599407142,Low,15.05445881,25,74.94601185,Average,8473.676505
13,29724,C#,Adaptive,10,2,High,16,Mid-level,2.130353198,Low,46.90400467,86,75.52485827,Poor,9620.487852
51,30499,Java,Corrective,5,0,Medium,7,Mid-level,6.077784386,Medium,50.44247461,44,63.82760464,Average,12143.60536
56,44519,Python,Corrective,8,12,High,8,Senior,0.837909725,High,58.50778164,92,96.58337741,Poor,14538.03116
62,43825,JavaScript,Corrective,10,20,Medium,19,Senior,6.430609935,High,51.31700163,96,63.6414526,Average,14873.54845
32,35847,Python,Corrective,8,13,Low,20,Mid-level,7.625340378,Low,49.56907702,70,85.9283671,Poor,11754.13633
30,29822,Python,Corrective,2,12,High,16,Mid-level,5.84930894,Low,33.2734154,11,76.52777915,Average,11094.12808
29,26811,C#,Adaptive,7,3,Medium,7,Senior,2.662315015,Low,7.118023632,94,76.22477561,Good,11362.34593
49,37820,JavaScript,Corrective,8,6,Medium,9,Senior,0.313426689,Medium,8.95201968,31,87.18207346,Average,9585.988691
45,27246,C#,Perfective,6,9,Low,13,Mid-level,1.19448884,Medium,43.37782744,19,62.68374931,Poor,10344.82096
30,39249,TypeScript,Corrective,5,6,Low,1,Senior,6.223029791,Medium,35.57931278,50,83.74823132,Poor,13405.57434
16,23649,JavaScript,Corrective,9,20,High,8,Junior,9.344202168,Low,51.61348047,80,90.88127144,Good,14149.36274
40,14669,JavaScript,Perfective,3,14,Low,4,Senior,2.06534404,Low,30.48381693,35,93.12851032,Poor,11974.55194
19,33180,Python,Adaptive,10,14,High,3,Junior,7.350261491,Low,68.79100915,66,66.82121558,Average,14195.44299
18,32443,Ruby,Corrective,4,3,High,3,Mid-level,8.664510632,Low,86.3954822,0,95.896762,Average,11005.05521
1,3449,Java,Perfective,9,5,High,13,Senior,5.208821784,High,29.88631888,26,86.24584367,Average,7077.946945
78,40758,Dart,Perfective,6,19,Medium,8,Mid-level,6.692657958,Low,19.29840079,39,95.27419203,Average,14310.70206
47,23889,PHP,Corrective,8,4,Medium,7,Mid-level,8.150153167,Medium,11.61805743,96,79.41122868,Good,13001.69286
66,45290,JavaScript,Corrective,7,19,High,1,Mid-level,2.606751577,Medium,61.62540406,83,81.6813338,Poor,17404.88929
38,35857,Python,Preventive,2,11,Low,16,Senior,2.968956743,High,44.38559911,13,96.76153108,Poor,11038.04768
51,10423,PHP,Adaptive,3,0,Medium,6,Senior,0.006275166,High,18.80157172,99,95.99638173,Poor,12482.57621
63,42575,PHP,Adaptive,1,7,Medium,7,Senior,9.630941309,High,65.31367333,68,77.92643493,Poor,16767.37188
4,10140,Python,Perfective,9,0,Medium,12,Mid-level,9.175448946,Low,14.8483183,86,70.97650527,Poor,9852.573783
1,16964,Java,Corrective,7,4,Medium,9,Senior,7.645682638,Medium,55.43007058,78,75.72681738,Average,11163.95661
8,5211,PHP,Adaptive,1,5,Medium,11,Mid-level,0.79076021,High,52.71483816,5,75.51057314,Average,9200.671274
29,28263,Python,Corrective,3,20,Medium,10,Mid-level,4.475028897,Low,73.42278012,32,71.474675,Average,13752.29308
55,39246,TypeScript,Perfective,4,2,High,1,Senior,1.01891754,Medium,5.510963994,54,70.74318417,Average,13004.36166
3,31577,JavaScript,Adaptive,4,14,Low,18,Mid-level,0.159202673,High,88.78729319,18,94.44251746,Good,9854.178397
32,29768,Python,Adaptive,5,4,High,4,Junior,6.161829652,Medium,70.29917261,76,62.79447683,Average,14749.17829
10,49715,PHP,Corrective,3,13,Medium,5,Junior,9.608294171,Low,21.61259983,28,87.10444728,Poor,14627.80598
74,26071,Java,Corrective,3,17,High,9,Junior,9.028680234,Low,18.34053486,60,66.91280206,Average,16196.32027
