complexity,loc,lang_type,maint_type,skill,age,interdependence,team_size,exp,def_density,def_severity,churn,change_req,test_cov,doc_quality,norm_complexity,norm_loc,norm_change_req,norm_test_cov,norm_doc_quality,cost
2,44731,c#,corrective,6,5,medium,2,senior,5.056563574302194,medium,85.21477478000116,40,94.94238409090451,2,0.01282051282051282,0.8937368335764058,0.4,0.8735346486796851,0.2,7848.368972299914
26,16623,c#,perfective,6,7,medium,5,senior,0.7714437408606101,high,55.91858799798484,47,77.29085151152674,6,0.32051282051282054,0.3243801652892562,0.47,0.43101551980878366,0.6,7591.649391168732
14,41690,java,perfective,1,7,medium,4,senior,3.061959204820812,medium,53.21327395823524,30,76.51052290995175,8,0.16666666666666666,0.8321382271917032,0.3,0.41145289364875043,0.8,8381.998887037029
59,2285,javascript,corrective,1,1,medium,7,expert,6.556294121143175,high,40.2309533791466,35,90.5698248340952,7,0.7435897435897436,0.033949116836817374,0.35,0.7639157753859158,0.7,6803.968242463906
56,1369,javascript,adaptive,10,4,low,4,senior,2.3925886275146393,high,16.159795595802116,32,83.30215348167977,2,0.7051282051282052,0.015394587587100956,0.32,0.5817172279607351,0.2,8270.650833408825
7,3033,python,adaptive,3,5,medium,9,junior,2.805278218554009,medium,11.835410132658753,32,62.840271208903545,1,0.07692307692307693,0.049100631988332526,0.32,0.06874339536636097,0.1,5795.124248932868
3,5911,javascript,corrective,10,3,medium,2,junior,8.204690163608534,high,76.06797612209661,81,95.68448062764325,9,0.02564102564102564,0.10739750445632798,0.81,0.8921388073553687,0.9,2967.750438646324
23,38419,python,corrective,10,5,medium,6,expert,5.84319731762709,high,92.75035512965756,22,61.231324089505605,6,0.28205128205128205,0.7658807324582726,0.22,0.028407527958046644,0.6,10496.360542465422
18,39788,javascript,corrective,3,4,low,7,junior,5.085274317735725,high,45.828321638627315,59,89.93585424838972,6,0.21794871794871795,0.7936112461513531,0.59,0.7480223049433592,0.6,9266.684723059861
38,18168,javascript,corrective,4,2,high,4,senior,3.1845196680580434,medium,65.94456587156382,86,90.35176570817251,8,0.47435897435897434,0.35567574137092856,0.86,0.7584490923083005,0.8,9263.365438373612
15,20369,javascript,perfective,2,6,low,6,senior,7.309280359330334,medium,91.44576508809412,78,98.12444341127721,4,0.1794871794871795,0.40025927726462485,0.78,0.9533080118216462,0.4,7068.249047553831
64,29293,c#,corrective,9,1,medium,7,senior,2.877184344900293,medium,9.011363293414455,89,62.165376336092834,3,0.8076923076923077,0.5810241451952682,0.89,0.05182396415818644,0.3,17728.779548849234
28,6996,python,perfective,10,4,high,4,junior,7.370635176441752,high,77.04814531190299,29,83.87427443137963,7,0.34615384615384615,0.1293753038405445,0.29,0.5960601448225695,0.7,4618.122602775528
74,28080,c#,adaptive,7,2,medium,8,senior,0.7010148026744201,low,61.68168843755751,88,77.11362282508212,3,0.9358974358974359,0.5564535731648032,0.88,0.42657244476225575,0.3,17040.19362620498
39,42034,java,perfective,7,5,low,9,senior,8.645413415820837,low,59.86371788298614,44,73.22531819438169,3,0.48717948717948717,0.8391063036784961,0.44,0.3290937034561056,0.3,13388.148735468092
57,26258,java,adaptive,6,5,medium,1,expert,4.995664633759328,medium,29.25404284815698,79,63.61274241196292,1,0.717948717948718,0.5195470750283584,0.79,0.08810903867911526,0.1,16459.35369439755
17,19542,php,corrective,3,4,medium,7,junior,4.3850801669897,low,68.38933547776769,38,82.50616478685237,0,0.20512820512820512,0.3835075352455032,0.38,0.5617620075150256,0.0,7659.581134522512
44,19031,python,adaptive,6,3,high,9,senior,6.110234115419245,medium,79.47977548207766,44,79.16162902698454,3,0.5512820512820513,0.3731567006968077,0.44,0.47791540415190503,0.3,10208.145303988777
25,3347,javascript,corrective,8,5,high,5,senior,6.241920728962704,low,11.285816494369715,77,64.18217832604097,6,0.3076923076923077,0.05546102738616108,0.77,0.10238464242697445,0.6,8608.004057746204
17,789,javascript,adaptive,8,3,medium,2,senior,1.3203517688999555,medium,53.35214309809838,80,84.49958028388333,8,0.20512820512820512,0.0036460865337870686,0.8,0.6117363927564794,0.8,5041.181166037783
13,19718,java,preventive,9,3,medium,6,senior,7.562335898162132,high,10.126518098740966,11,89.51812481011754,8,0.15384615384615385,0.38707259763409496,0.11,0.737549941351322,0.8,3009.4655296348365
25,36373,java,corrective,1,6,low,7,junior,2.759282979500629,medium,87.25740192976446,92,90.69113204214594,9,0.3076923076923077,0.7244368821908929,0.92,0.766956914153384,0.9,10404.58598180357
68,2499,java,corrective,1,3,low,2,junior,9.04961880169914,high,50.76367226563473,31,96.21492753049709,0,0.8589743589743589,0.038283908604764216,0.31,0.9054369671784644,0.0,8837.568903338213
10,1867,php,perfective,3,0,medium,2,senior,8.178506634148325,low,80.79656892607574,55,76.37882967555109,4,0.11538461538461539,0.025482093663911846,0.55,0.4081513800207919,0.4,5016.547332255547
67,32151,javascript,perfective,3,6,medium,1,senior,3.462660415347485,low,36.808563766621425,23,98.12291074488547,6,0.8461538461538461,0.6389158969372873,0.23,0.9532695882913679,0.6,10516.578003886489
18,11994,java,adaptive,10,2,medium,4,senior,8.077392932007145,high,12.507822681632542,12,94.61717620330745,6,0.21794871794871795,0.2306149732620321,0.12,0.8653817752408355,0.6,2555.8289687000147
34,4156,javascript,corrective,8,2,low,7,junior,3.563904992999042,high,4.149930438571148,19,71.86006284095757,9,0.4230769230769231,0.07184816075190406,0.19,0.2948671224514962,0.9,4987.078094842241
8,4490,c#,adaptive,10,5,low,9,junior,1.0094768163604062,medium,28.15096207723755,78,66.37132149397834,5,0.08974358974358974,0.07861367687570896,0.78,0.15726586723241176,0.5,7123.345881480215
40,42206,python,corrective,1,5,medium,3,junior,9.618882387257079,high,24.423370036407853,55,77.41557584512054,10,0.5,0.8425903419218927,0.55,0.4341423249857696,1.0,11818.086907022625
42,31340,javascript,perfective,2,3,low,7,junior,6.5260201521544,high,56.035197401996186,52,76.07594831823866,9,0.5256410256410257,0.6224882514989467,0.52,0.4005582266338888,0.9,10799.68704593726
41,15102,javascript,preventive,2,6,high,7,senior,4.560995266625917,high,2.1738838063707355,67,83.02877221324817,3,0.5128205128205128,0.29357073407875545,0.67,0.5748636337919598,0.3,10208.751956063517
6,22377,typescript,perfective,3,6,low,7,expert,3.9777335153103968,medium,52.057054429917336,53,83.33544929310992,2,0.0641025641025641,0.4409333981526495,0.53,0.5825519449125274,0.2,7099.2714130419035
52,11227,java,perfective,6,0,medium,2,junior,3.24705334258264,low,39.177174201200316,33,89.999479375199,8,0.6538461538461539,0.2150785934208394,0.33,0.749617369596433,0.8,6976.93136974061
26,9392,java,corrective,1,3,high,6,senior,9.814475954291293,medium,57.71222699144422,27,80.3955979282244,9,0.32051282051282054,0.17790876681251014,0.27,0.5088506694482681,0.9,4445.865056333891
64,43923,java,perfective,2,0,low,2,junior,1.347472651309074,medium,70.24175281503646,49,64.19290563763062,3,0.8076923076923077,0.8773699562469616,0.49,0.10265357321575613,0.3,17368.76206257371
59,43621,c#,perfective,1,7,medium,6,senior,3.148050589205683,low,63.4091945079839,1,94.33165342212425,7,0.7435897435897436,0.8712526332847188,0.01,0.858223796644144,0.7,10186.073856419196
56,9033,java,corrective,5,3,low,3,junior,4.854976402826635,high,98.46443693733663,93,72.39058332740748,0,0.7051282051282052,0.1706368497812348,0.93,0.30816712699536564,0.0,14170.152645969793
59,43601,javascript,perfective,7,1,medium,2,expert,4.779995450543114,low,13.826534387687106,25,98.85189841226368,6,0.7435897435897436,0.8708475125587425,0.25,0.9715451111716144,0.6,11273.746758777108
70,11616,php,corrective,8,1,medium,6,senior,4.713664844078434,medium,42.97370089297785,50,64.71440434719081,5,0.8846153846153846,0.22295819154107924,0.5,0.11572740426266967,0.5,13100.907993602792
33,24497,ruby,adaptive,10,4,medium,2,expert,1.7578381583038183,medium,42.483073664331116,46,98.33004688930012,0,0.41025641025641024,0.4838761951061416,0.46,0.9584624351884773,0.0,8806.424806507877
53,3212,javascript,perfective,1,3,medium,5,expert,1.4493252710950055,high,41.705320370292064,25,63.64047227530068,3,0.6666666666666666,0.052726462485820774,0.25,0.08880421882354485,0.3,9539.979700425669
22,24083,php,adaptive,7,6,high,2,senior,2.5476758632862007,medium,66.37983920426683,83,69.24144551788238,4,0.2692307692307692,0.47549019607843135,0.83,0.22921909719122552,0.4,11438.674175649441
21,49155,javascript,corrective,5,5,low,3,senior,9.145261538020561,high,48.982806054672245,91,61.863197683461664,10,0.2564102564102564,0.9833495381623724,0.91,0.04424842738683818,1.0,14280.52988845767
70,17759,javascript,adaptive,10,2,low,3,junior,1.1305296783451013,medium,51.74325598129631,83,88.2045258655598,7,0.8846153846153846,0.3473910225247124,0.83,0.7046183724908057,0.7,12802.388478808312
70,45574,python,adaptive,1,4,high,6,senior,7.574251033733248,high,43.23559921467647,74,94.01194946287167,3,0.8846153846153846,0.9108126721763086,0.74,0.8502089051944173,0.3,16552.467392149607
4,41594,dart,preventive,3,5,medium,6,expert,7.575483931333713,high,99.16994610185625,73,77.36284327263922,2,0.038461538461538464,0.8301936477070166,0.73,0.432820333712059,0.2,11143.620960600452
75,15141,python,adaptive,7,1,high,3,junior,8.097704038972623,medium,92.75613488190422,60,97.14088300169719,1,0.9487179487179487,0.29436071949440934,0.6,0.9286504194181541,0.1,12439.88121155946
62,36520,java,corrective,10,3,medium,3,expert,8.866154889893554,high,30.772418936437095,22,83.61196287022398,3,0.782051282051282,0.727414519526819,0.22,0.5894840652094611,0.3,12789.272469978872
62,27131,python,perfective,1,4,high,1,senior,2.6303617753893027,low,11.159392476666719,36,85.20028541786093,10,0.782051282051282,0.5372305947172258,0.36,0.6293028802038863,1.0,10249.128543312487
24,2185,c#,adaptive,7,3,medium,7,expert,2.2455946926889636,medium,83.97647240386028,40,93.8167680680308,9,0.2948717948717949,0.031923513206935664,0.4,0.8453157606230672,0.9,2620.023726815153
55,4543,java,adaptive,5,1,high,8,expert,4.655056665274797,low,99.71702514257245,51,71.87200820207356,3,0.6923076923076923,0.07968724679954627,0.51,0.29516658941116813,0.3,10483.454695703329
9,24539,python,adaptive,1,4,high,2,senior,2.650891687520361,low,29.26088940396455,82,74.17062885310503,9,0.10256410256410256,0.48472694863069193,0.82,0.3527923849915181,0.9,8294.65341827635
3,20057,python,perfective,1,1,medium,4,senior,7.343099889831075,high,35.778492584176625,81,96.23807676778577,4,0.02564102564102564,0.3939393939393939,0.81,0.906017312271614,0.4,6147.057396439893
31,1621,python,adaptive,1,0,low,7,senior,6.359395767414337,low,94.16331814852029,48,96.03853984155054,6,0.38461538461538464,0.020499108734402853,0.48,0.9010149757108584,0.6,4261.141432937802
40,12253,javascript,adaptive,9,1,low,8,expert,8.749876880526514,medium,71.11295180030899,26,99.05931104803483,8,0.5,0.2358612866634257,0.26,0.9767448896319559,0.8,4609.416813587621
36,44173,c#,corrective,3,6,low,1,expert,0.8273830348707156,medium,29.563833177963616,5,96.07353265766685,1,0.44871794871794873,0.8824339653216658,0.05,0.9018922361093473,0.1,9542.082092930672
24,14017,java,corrective,5,6,low,4,senior,9.150833333580747,medium,58.10464912839151,73,65.09488144133444,4,0.2948717948717949,0.271592934694539,0.73,0.1252658617024772,0.4,10170.473820705367
6,41357,javascript,corrective,10,3,medium,6,senior,2.9334862667008954,medium,94.4229579364256,65,92.94897144547949,10,0.0641025641025641,0.8253929671041971,0.65,0.8235603349272179,1.0,7204.6768389623785
66,10292,c#,corrective,9,2,medium,3,senior,4.90694345926984,high,81.18131069457786,23,76.39353912438376,9,0.8333333333333334,0.19613919948144548,0.23,0.4085201419089925,0.9,8845.787212681093
75,46358,python,adaptive,6,1,medium,5,expert,4.386114359396437,low,74.18327137286596,37,99.63205423783751,8,0.9487179487179487,0.926693404634581,0.37,0.991103405884212,0.8,13309.881387552174
4,7473,java,perfective,9,5,medium,9,senior,7.603116511044239,medium,73.69963117270224,27,78.89123857315204,2,0.038461538461538464,0.13903743315508021,0.27,0.4711367888930375,0.2,3949.2081512665354
79,6275,kotlin,adaptive,8,6,medium,3,expert,4.203333094318426,medium,17.802032429227033,27,82.15344330008882,0,1.0,0.11477070166909739,0.27,0.5529193756157985,0.0,11664.605519181532
6,761,javascript,perfective,8,7,low,5,senior,9.435531456494093,medium,82.46812392279365,65,81.19099661027194,1,0.0641025641025641,0.0030789175174201914,0.65,0.5287910984337917,0.1,5306.907950635666
51,37665,java,preventive,1,2,low,8,junior,9.025338826385754,medium,27.611863244345813,60,72.86948119433112,5,0.6410256410256411,0.7506076810889645,0.6,0.3201729664847234,0.5,14381.862217983802
62,27157,javascript,perfective,9,0,low,6,senior,8.721611519695065,high,93.03666579015295,45,63.000883555716726,4,0.782051282051282,0.537757251660995,0.45,0.0727699032901384,0.4,14546.887065716855
57,34363,java,adaptive,6,4,medium,4,senior,0.712583326482279,medium,36.4639991013783,68,95.82604921607674,0,0.717948717948718,0.6837222492302706,0.68,0.8956878934274901,0.0,14010.311681397257
66,33206,javascript,adaptive,9,4,low,8,junior,8.542580615539395,medium,85.76603970422565,74,92.10703250105146,0,0.8333333333333334,0.6602860152325393,0.74,0.802453154200823,0.0,15466.06047349058
79,12134,python,adaptive,3,6,low,3,junior,7.816354454432105,low,26.623349451780143,73,65.58107122238677,10,1.0,0.23345081834386647,0.73,0.13745450749907895,1.0,13898.156081979527
75,29727,python,corrective,3,2,medium,3,senior,1.03512947006131,medium,51.45269365822405,42,91.07073085400292,3,0.9487179487179487,0.5898152649489548,0.42,0.7764733532947439,0.3,13521.960877825117
8,40997,python,corrective,6,6,high,4,junior,1.0741432543622187,high,10.688529548906056,58,85.0338666420244,3,0.08974358974358974,0.818100794036623,0.58,0.6251308066811047,0.3,9641.503537198952
26,26451,typescript,preventive,9,4,low,9,senior,1.0116381151754117,low,66.0118902996174,1,76.36575151670489,5,0.32051282051282054,0.5234564900340302,0.01,0.4078235141296105,0.5,6827.040589752692
51,1616,ruby,perfective,7,7,medium,5,senior,0.1133259320448754,medium,83.60792751668383,14,70.16084596382251,5,0.6410256410256411,0.020397828552908767,0.14,0.2522682167275239,0.5,7351.522935430245
45,24853,python,corrective,3,1,medium,8,expert,5.486343051945836,high,71.8447281302416,36,94.3891513400893,9,0.5641025641025641,0.4910873440285205,0.36,0.8596652538352046,0.9,7550.596450875918
44,24876,python,adaptive,3,2,high,6,senior,9.733942914360433,medium,52.32585129386573,70,88.00753037176213,5,0.5512820512820513,0.4915532328633933,0.7,0.6996797489511882,0.5,10961.647840075226
5,23847,ruby,perfective,2,3,high,3,expert,4.386847028997936,low,4.51158786014595,19,81.90959637876547,0,0.05128205128205128,0.47070977151191057,0.19,0.54680619950961,0.0,6061.0703465521
70,24900,python,corrective,9,1,low,8,senior,5.407575018873564,medium,93.34410071708584,97,84.38274135593856,9,0.8846153846153846,0.4920393777345649,0.97,0.6088072725580025,0.9,14358.984183821589
26,9129,java,corrective,3,1,low,9,junior,9.679697967699555,low,70.54895485786346,34,63.64264728328724,8,0.32051282051282054,0.17258142926592124,0.34,0.08885874568319121,0.8,6724.017477724862
68,17862,kotlin,perfective,5,1,high,8,senior,2.551822287742307,high,74.5864238365333,33,78.95679043644768,10,0.8589743589743589,0.3494773942634905,0.33,0.4727801563066603,1.0,10079.385435553739
19,9868,java,adaptive,9,3,medium,4,senior,8.58470252598263,low,79.46805755108072,85,67.74801171142808,6,0.23076923076923078,0.18755064009074704,0.85,0.19177911717325194,0.6,8941.3837456418
20,21871,c#,corrective,8,7,medium,6,senior,5.463904672117361,high,74.77434259276107,30,68.33534716035301,6,0.24358974358974358,0.43068384378544805,0.3,0.2065034573994887,0.6,7676.104009519211
12,12785,dart,adaptive,2,0,medium,1,junior,5.6947651466301075,medium,44.11161640983337,86,86.45215849147468,10,0.14102564102564102,0.24663749797439638,0.86,0.6606869982401697,1.0,5737.242847448571
47,21843,java,perfective,3,7,medium,4,senior,3.4317385720728355,high,73.36218292879468,18,96.45024607337152,6,0.5897435897435898,0.43011667476908116,0.18,0.9113363391526361,0.6,6984.13559942891
1,39699,python,adaptive,2,7,high,8,junior,5.615843609669081,low,62.50267878103289,67,76.15026441913386,1,0.0,0.7918084589207584,0.67,0.4024213111043924,0.1,10649.656094074704
14,9171,java,corrective,8,7,high,1,senior,0.7314250947828393,medium,85.40163336687866,23,68.30997092048761,1,0.16666666666666666,0.17343218279047157,0.23,0.2058672819564355,0.1,6312.025059313463
64,40576,php,corrective,6,5,high,3,junior,7.646435726141122,medium,80.24598153373704,83,85.94987748946616,5,0.8076923076923077,0.8095730027548209,0.83,0.6480949499034214,0.5,16018.75000393072
38,38644,php,adaptive,6,6,low,1,senior,2.8468776154427164,medium,4.1374382467259885,38,94.84748185401271,6,0.47435897435897434,0.7704383406255064,0.38,0.8711554753694694,0.6,9550.164160669814
37,49816,php,adaptive,9,4,high,9,senior,8.87608329493955,medium,37.888709033260525,91,89.93275204489963,2,0.46153846153846156,0.9967387781558904,0.91,0.7479445335441993,0.2,15326.473728606199
11,49584,python,perfective,8,6,low,2,junior,3.6785069460745845,high,3.4716152183894566,53,94.75028922146349,3,0.1282051282051282,0.9920393777345649,0.53,0.8687188824620298,0.3,9867.143479360628
77,41374,php,corrective,4,2,low,9,senior,1.428241104868826,high,10.207492476609792,38,81.46218684043197,2,0.9743589743589743,0.825737319721277,0.38,0.5355897638680281,0.2,16309.063401691228
3,3168,typescript,perfective,4,7,high,4,senior,6.95881574368485,low,60.14107220036114,16,90.07504977476763,6,0.02564102564102564,0.05183519688867282,0.16,0.7515118989941016,0.6,500.0
33,2627,c#,corrective,9,0,low,2,expert,1.6457814471350285,low,87.38218211622534,18,65.60258237435745,6,0.41025641025641024,0.0408766812510128,0.18,0.13799378623809327,0.6,6049.260261016636
6,3295,typescript,corrective,1,2,low,4,expert,7.536805155429905,high,11.982475870926724,47,73.93098461452766,3,0.0641025641025641,0.05440771349862259,0.47,0.3467845690006232,0.3,4884.959506557059
50,48790,php,corrective,2,6,low,6,senior,9.681122364061165,low,45.108928746683155,34,75.5819665792609,6,0.6282051282051282,0.9759560849133042,0.34,0.388174238567835,0.6,13857.731744389966
10,5858,c#,corrective,2,4,high,7,senior,7.7955286879526176,high,91.08789048064438,31,80.45182984984137,4,0.11538461538461539,0.10632393453249069,0.31,0.5102603884546364,0.4,3870.2267818262007
5,22602,javascript,adaptive,6,3,medium,3,senior,0.22449248431324675,medium,81.43009836715878,46,97.16305441027295,0,0.05128205128205128,0.4454910063198833,0.46,0.9292062506109792,0.0,5804.055753745652
23,40104,java,adaptive,4,6,medium,3,senior,5.998857880527747,medium,51.96678964659299,46,94.97186240888698,9,0.28205128205128205,0.8000121536217792,0.46,0.8742736621073022,0.9,7827.818034813294
10,33759,python,corrective,10,1,low,8,junior,6.954106709697243,low,77.1571439328831,63,65.38101969156739,3,0.11538461538461539,0.6714876033057852,0.63,0.13243926994112845,0.3,11102.60296060796
44,14586,c#,adaptive,3,6,high,5,senior,8.254583257962851,low,52.2693774044537,45,66.91158607529853,6,0.5512820512820513,0.28311861934856586,0.45,0.17081015358887947,0.6,10089.972542654028
2,13266,java,corrective,3,1,high,4,senior,0.5600230893900016,medium,15.809233728284877,34,74.30562198355645,1,0.01282051282051282,0.25638065143412736,0.34,0.35617662611745343,0.1,5621.584160023118
13,39260,php,perfective,3,3,medium,7,junior,4.801078279522864,high,12.47361132216791,93,71.62975463562695,1,0.15384615384615385,0.7829160589855777,0.93,0.2890933582790983,0.1,13652.816608679583
40,4161,dart,preventive,6,6,medium,7,senior,5.353708726383943,high,18.836823206706978,16,84.59083812625049,0,0.5,0.07194944093339815,0.16,0.6140242020855193,0.0,6562.154093915033
2,27454,php,corrective,8,0,low,9,senior,1.6912486264417803,low,35.092209496567946,41,96.1110419105818,1,0.01282051282051282,0.5437732944417436,0.41,0.9028325828950943,0.1,5723.961519332047
65,39552,python,adaptive,7,0,high,9,senior,3.2244980971064963,low,93.05292676740187,28,98.49166166690347,9,0.8205128205128205,0.7888308215848323,0.28,0.9625140737799757,0.9,10739.953662067743
63,23262,java,corrective,4,2,medium,5,junior,4.402217262561652,low,79.96784136536014,69,86.14411810140906,7,0.7948717948717948,0.45885999027710256,0.69,0.6529645093029687,0.7,12288.93483286689
73,8992,python,corrective,4,3,high,8,senior,8.332096879578014,high,43.28015612263175,16,93.52636805604347,10,0.9230769230769231,0.1698063522929833,0.16,0.8380355111744234,1.0,7035.129084449915
17,31135,c#,corrective,10,7,medium,1,senior,9.294075660702068,low,49.3076709787574,80,81.00808800923188,7,0.20512820512820512,0.6183357640576892,0.8,0.5242056294706149,0.7,9742.900579793622
9,13667,php,perfective,2,0,high,9,senior,6.2842282891767285,low,26.560945766641485,13,68.3330778744016,7,0.10256410256410256,0.264503321989953,0.13,0.20644656701686256,0.7,4276.324248532819
75,48633,typescript,adaptive,1,6,high,8,senior,3.949451860214621,low,70.43529564721301,23,80.98753648373909,0,0.9487179487179487,0.9727758872143899,0.23,0.5236904083068354,0.0,16863.589657962562
15,24199,javascript,corrective,9,3,medium,6,senior,2.5403101779898596,medium,80.2765671462038,56,82.20330405750605,0,0.1794871794871795,0.4778398962890941,0.56,0.5541693712656317,0.0,9069.80623840293
24,35822,typescript,perfective,2,4,high,3,expert,9.821351844361505,high,23.890469566757655,49,89.69830256854226,9,0.2948717948717949,0.7132758061902447,0.49,0.7420669488316339,0.9,8040.378887661749
38,12437,php,adaptive,8,1,medium,3,junior,9.830199980763584,medium,4.182162378646536,56,68.79531958829396,3,0.47435897435897434,0.23958839734240803,0.56,0.2180348412723467,0.3,10381.34863171638
35,14639,java,perfective,9,6,low,8,expert,9.249769482350347,low,62.38889431629704,100,74.73241528346927,5,0.4358974358974359,0.2841921892724032,1.0,0.3668762182597248,0.5,11585.652545524263
49,31418,php,adaptive,4,1,medium,5,senior,7.856691498778192,medium,56.25121191353166,60,74.56109876858265,7,0.6153846153846154,0.6240682223302544,0.6,0.3625813597488331,0.7,12635.001244317711
69,19715,java,adaptive,8,1,high,7,junior,3.257795437456182,medium,40.21311550288764,38,98.3775838296466,1,0.8717948717948718,0.3870118295251985,0.38,0.9596541733753295,0.1,11148.393616421232
62,11565,java,corrective,9,7,medium,5,senior,8.170004834976307,low,64.38939417732101,54,77.75779841306876,2,0.782051282051282,0.22192513368983957,0.54,0.442721751841052,0.2,11981.958253800667
60,25138,c#,corrective,10,3,low,8,junior,4.087930172711726,low,55.06132979851436,95,90.20375869192586,5,0.7564102564102564,0.49686031437368333,0.95,0.7547385965991195,0.5,13743.459527014238
50,43130,java,preventive,10,3,medium,4,junior,3.267730981550452,medium,25.05815765941928,35,90.03245525497756,9,0.6282051282051282,0.8613069194619997,0.35,0.7504440659485905,0.9,10905.82080787343
78,5656,c#,corrective,5,2,medium,2,senior,7.448653584662796,low,39.772897562272234,36,70.62176739212966,3,0.9871794871794872,0.10223221520012964,0.36,0.2638233917818817,0.3,12313.0423439639
75,33082,c#,preventive,7,1,medium,3,senior,0.7965392762042289,low,42.81135697472417,13,82.87478757486929,1,0.9487179487179487,0.657774266731486,0.13,0.5710032807190184,0.1,13782.846429580435
9,48316,javascript,adaptive,10,2,medium,8,expert,0.4856272329566169,medium,88.02479944755636,26,95.77211573274593,6,0.10256410256410256,0.9663547237076648,0.26,0.8943357956448644,0.6,7155.814132695297
34,8710,java,corrective,4,7,high,7,senior,4.479536971811856,high,96.09041541289595,82,79.00790877827798,3,0.4230769230769231,0.1640941500567169,0.82,0.4740616792562595,0.3,9831.875990512212
76,14373,javascript,corrective,1,1,low,2,junior,4.456388008221619,medium,89.3001362396497,30,97.80470029370184,7,0.9615384615384616,0.27880408361691783,0.3,0.9452921386833996,0.7,9181.178699875398
35,27866,javascript,corrective,3,2,medium,6,senior,8.95644153063835,medium,71.91780240519796,72,68.57832917296646,7,0.4358974358974359,0.5521187813968562,0.72,0.21259495047916743,0.7,11961.249606249186
1,18012,javascript,preventive,5,2,low,9,senior,1.261530962878168,medium,58.49927336058218,80,62.96636423096123,6,0.0,0.3525157997083131,0.8,0.07190451319149853,0.6,8409.30072887724
40,33870,javascript,adaptive,3,4,low,4,expert,1.232839274524128,medium,68.9261635465955,82,95.65815492578997,9,0.5,0.6737360233349539,0.82,0.8914788291580851,0.9,10573.15466450793
64,7510,python,corrective,7,2,high,9,expert,1.4745260047490116,low,93.91092207326889,43,93.90724791848866,8,0.8076923076923077,0.13978690649813644,0.43,0.8475840659061882,0.8,7844.822621770809
22,46053,javascript,corrective,9,3,high,2,expert,0.29736261294602606,high,24.999873522383176,67,99.7035950373538,3,0.2692307692307692,0.9205153135634419,0.67,0.9928969143027195,0.3,10765.990504201458
60,26046,python,corrective,6,2,medium,2,senior,0.7173173781490838,low,53.51205076734049,47,87.17573952449705,6,0.7564102564102564,0.5152527953330093,0.47,0.6788269782651707,0.6,11349.675315718734
64,806,c#,adaptive,10,1,high,9,senior,6.598698668290391,medium,68.96080190004079,56,97.46751706668599,9,0.8076923076923077,0.003990439150866958,0.56,0.9368390467369667,0.9,7011.464038246078
72,22118,php,corrective,1,2,high,7,junior,4.315843291175092,high,67.92470013242746,74,93.07796100336444,9,0.9102564102564102,0.4356870847512559,0.74,0.8267940681190529,0.9,12096.07412769741
11,22961,javascript,perfective,7,0,high,7,expert,7.636030670880136,medium,25.227895957683643,21,93.77705332480348,0,0.1282051282051282,0.45276292335115864,0.21,0.8443201227940428,0.0,5475.0408067164435
14,24019,javascript,corrective,3,5,low,1,junior,9.925977185816603,high,58.67315273897519,3,82.76566281817074,3,0.16666666666666666,0.47419380975530706,0.03,0.5682675526990669,0.3,5270.38190644929
